stimulus_num,old_num,name_target,name_interference,utterance,question,option1,option2,option3,option4,answer_index,answer,snr_db,output_wav_path
1,1,Patrick,Simon,"며칠 전 엄마와 같이 동네 작은 공방에 가서 도자기 만들기를 체험했다. 평소에는 이런 활동을 잘 하지 않지만, 엄마가 직접 고른 파란색 유약을 사용해서 나만의 컵을 만들어보니 시간이 어떻게 가는지 모를 정도로 즐거웠다. 끝나고 근처 카페에서 갓 구운 치즈케이크를 함께 먹으며 엄마가 어릴 적 좋아하던 취미 이야기를 들을 수 있었던 것도 특별했다.",발화자가 어머니와 공방에서 만든 도자기 컵에 사용한 유약의 색깔은 무엇이었나요?,잘 모르겠음,초록색,파란색,노란색,3,파란색,0,day1block1/mixture/day1block1_stimulus1.wav
2,201,Carol,Lucille,"바닷가 근처 작은 마을에서 숙소를 잡았을 때였다. 저녁 무렵 갑자기 큰 소나기가 쏟아졌고, 숙소 주인 할머니께서 마당에 있던 저를 안으로 불러 따뜻한 고구마를 나눠주셨다. 모르는 이와 비를 피해 나눠 먹는 고구마 맛은 지금도 잊을 수 없다. 그날 밤엔 빗소리를 들으며 할머니와 여행 이야기를 나누다가 자연스럽게 지역 사투리 몇 마디도 배웠다.",숙소 주인 할머니가 비를 피해 들어온 화자에게 무엇을 나눠주셨나요?,잘 모르겠음,군밤,고구마,찐 옥수수,3,고구마,0,day1block1/mixture/day1block1_stimulus2.wav
3,401,Claire,KilliantheVampire,"얼마 전 친구들과 바닷가로 여행을 갔는데, 출발 전부터 비가 내리기 시작하더니 도착하자마자 폭우로 바뀌었어요. 원래는 해변에서 바비큐 파티를 하려고 했는데, 결국 비를 피해 차 안에서 김밥만 먹으면서 시간을 보냈죠. 우비도 준비하지 않아서 옷이 다 젖었고, 숙소로 돌아와서야 겨우 말릴 수 있었어요. 그래도 다 같이 웃으면서 사진을 찍었던 기억이 남아있어요.",여행 중에 친구들과 무엇을 먹었다고 했나요?,잘 모르겠음,김밥,바비큐,라면,2,김밥,0,day1block1/mixture/day1block1_stimulus3.wav
4,2,Rex,Carlos,"며칠 전 저녁에 식탁에 앉아 있는데 아버지가 조용히 옆에 오셔서 요즘 고민이 많아 보인다고 하시더라고요. 평소에는 일 이야기만 하셨던 분이었는데, 그날은 제 미래와 꿈에 대해 진지하게 물어봐 주셨어요. 아버지와 함께 어린 시절 등산 가던 추억도 꺼내며, 제가 힘들 때마다 어떻게 이겨냈는지 이야기해주셨죠. 그 순간 마음이 한결 가벼워지고, 아버지와 더 가까워진 기분이 들어 참 특별한 시간이었습니다.",대화 중 아버지가 꺼낸 화자의 어린 시절 추억은 무엇이었나요?,잘 모르겠음,해변에서 놀던 기억,등산을 함께 갔던 일,동물원에 갔던 날,3,등산을 함께 갔던 일,0,day1block1/mixture/day1block1_stimulus4.wav
5,202,Jenna,Sophia,"늦은 오후에 혼자 낯선 도시의 골목을 걷다가 휴대폰 배터리가 완전히 방전돼버려 숙소 위치를 알 수 없게 된 적이 있었다. 당황했지만, 근처 작은 카페에 들어가 간단한 영어로 사정을 설명했고, 카페 직원이 친절하게 충전기를 빌려주었다. 덕분에 숙소 위치를 다시 확인할 수 있었고, 직원이 근처 지도를 그려주며 방향도 안내해줘서 무사히 숙소로 돌아갈 수 있었다.",발화자가 낯선 도시에서 숙소 위치를 다시 알 수 있었던 가장 큰 이유는 무엇이었나요?,잘 모르겠음,근처 경찰서에 도움을 요청해서,카페 직원이 충전기를 제공해서,현지인에게 길을 물어서,3,카페 직원이 충전기를 제공해서,0,day1block1/mixture/day1block1_stimulus5.wav
6,402,Jimmy,AnnabelletheGhost,"얼마 전 친구가 갑작스럽게 여행을 가자고 제안했을 때 망설이다가 결국 따라나섰던 기억이 또렷하다. 평소와 다른 일상에서 벗어나 바닷가에서 해질 무렵 파도 소리를 들으며 친구와 진지한 이야기를 나눴던 그 시간이 내 생각과 태도에 큰 변화를 주었다. 그날 이후 나는 순간순간을 더 소중하게 여기기로 마음먹었고, 이전보다 주저하지 않고 다양한 도전을 시작하게 됐다.",화자가 인생을 바꾸는 계기가 된 특별한 대화를 나눈 장소는 어디였습니까?,잘 모르겠음,도서관,카페,바닷가,4,바닷가,0,day1block1/mixture/day1block1_stimulus6.wav
7,3,Peter,KilliantheVampire,"주말 저녁, 아버지와 함께 산책을 하다가 어릴 적 꿈에 대해 자연스럽게 이야기하게 되었다. 나는 예전에는 요리사가 되고 싶었는데, 어느 순간부터 그 꿈을 잊고 있었다고 털어놓았다. 아버지는 자신의 어린 시절 꿈은 사진작가였지만, 집안 형편 때문에 포기해야 했던 경험을 조심스럽게 말씀해 주셨다. 덕분에 서로의 마음을 조금 더 이해할 수 있었고, 각자의 꿈을 존중해주기로 약속하며 따뜻한 시간을 보냈다.",산책 도중 아버지는 자신의 어린시절 꿈이 무엇이었다고 이야기했나요?,잘 모르겠음,운동선수,사진작가,작곡가,3,사진작가,0,day1block1/mixture/day1block1_stimulus7.wav
8,204,Annie,Kristen,"중학교 2학년 때 같은 반이었던 민수와 처음 사귀게 되었을 때, 매일 등교길에 마주치던 순간마다 괜히 가슴이 두근거렸던 기억이 난다. 수줍게 나눴던 문자 메시지와 함께 학교 운동장에서 몰래 나눈 짧은 인사가 큰 의미로 다가왔다. 하지만 어느 날 민수가 갑자기 연락이 뜸해지면서 점점 멀어지는 걸 느꼈다. 결국 서로 어색하게 인사도 하지 못하고 자연스럽게 멀어지게 되었는데, 그때 처음 느낀 쓸쓸함이 아직도 마음 한켠에 남아 있다.",발화에서 화자가 민수와 어디에서 몰래 짧게 인사를 나눴다고 했나요?,잘 모르겠음,학교 교실에서,학교 운동장에서,학교 복도에서,3,학교 운동장에서,0,day1block1/mixture/day1block1_stimulus8.wav
9,403,Mia,Duke,"운동부 생활을 하면서 가장 기억에 남는 순간은 중학교 때 처음으로 참가한 전국 대회를 준비하던 때였다. 매일 수업이 끝나면 체육관으로 달려가서 땀에 젖은 친구들과 함께 연습에 집중했다. 특히 마지막 일주일은 감독님이 준비해주신 특별 훈련으로 체력과 팀워크를 동시에 끌어올렸다. 대회 당일엔 긴장감에 손이 떨렸지만, 서로를 격려하며 끝까지 최선을 다했던 그 순간이 아직도 생생하다.",대회 준비 마지막 일주일 동안 어떤 점에 중점을 두어 훈련했나요?,잘 모르겠음,기초 체력만 집중적으로 키웠다.,기술 연습만 반복했다.,체력과 팀워크를 동시에 끌어올렸다.,4,체력과 팀워크를 동시에 끌어올렸다.,0,day1block1/mixture/day1block1_stimulus9.wav
10,4,Jimmy,Tyson,"며칠 전, 혼자 제주도로 떠났을 때 해질 무렵 바닷가 벤치에 앉아 낯선 사람과 우연히 이야기를 나눴던 기억이 난다. 처음 보는 사람이었지만 서로의 여행 이유와 고민을 털어놓으며 공감대를 쌓을 수 있었다. 그 순간 여행은 풍경이나 맛집만이 아니라, 예상치 못한 만남과 그 속에서 내가 어떤 사람인지 돌아보는 시간이라는 사실을 알게 되었다.",화자는 제주도에서 어떤 상황을 통해 여행의 의미에 대해 깨달았나요?,잘 모르겠음,맛집을 방문하다가,등산을 하다가,낯선 사람과 이야기를 나누다가,4,낯선 사람과 이야기를 나누다가,0,day1block1/mixture/day1block1_stimulus10.wav
